t,vx_cmd,vy_cmd,wz_cmd,lin_vx,lin_vy,lin_vz,gyro_x,gyro_y,gyro_z,projg_x,projg_y,projg_z,jpos_hip_yaw_l,jpos_hip_roll_l,jpos_hip_pitch_l,jpos_knee_pitch_l,jpos_ankle_pitch_l,jpos_hip_yaw_r,jpos_hip_roll_r,jpos_hip_pitch_r,jpos_knee_pitch_r,jpos_ankle_pitch_r,jvel_hip_yaw_l,jvel_hip_roll_l,jvel_hip_pitch_l,jvel_knee_pitch_l,jvel_ankle_pitch_l,jvel_hip_yaw_r,jvel_hip_roll_r,jvel_hip_pitch_r,jvel_knee_pitch_r,jvel_ankle_pitch_r,jtgt_hip_yaw_l,jtgt_hip_roll_l,jtgt_hip_pitch_l,jtgt_knee_pitch_l,jtgt_ankle_pitch_l,jtgt_hip_yaw_r,jtgt_hip_roll_r,jtgt_hip_pitch_r,jtgt_knee_pitch_r,jtgt_ankle_pitch_r,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,gait_phase,infer_ms
0.1999,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2020,-0.8910,-0.8830,-0.4228,-0.0382,-0.9054,0.4646,-0.1899,-1.3273,0.9476,-1.3211,-0.3005,0.1785,1.5166,-1.0109,1.2850,0.2908,-0.2171,0.4924,0.4110,0.3490,0.0504,0.1667,0.0504,-0.3839,0.7638,0.5000,-0.2000,-1.4041,0.9360,-1.1986,-0.3000,0.2000,1.3939,-1.1398,1.4293,116.0290,-2.9619,4.1443,-5.3862,3.9117,1.0613,6.4501,-2.5469,13.3521,6.1949,0.3056,0.16
0.2199,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0524,-0.9352,-0.4035,-0.4385,-0.0410,-0.8978,0.4691,-0.1936,-1.3200,0.9560,-1.3139,-0.2985,0.1830,1.5140,-1.0189,1.3010,0.2675,-0.0698,0.3141,0.4924,0.3102,0.1900,0.2055,-0.1202,-0.3412,0.7367,0.5000,-0.2000,-1.4244,0.9355,-1.1914,-0.3019,0.2000,1.3633,-1.1318,1.4352,117.8307,-3.1447,4.3178,-5.6409,4.0372,0.9815,6.4563,-2.5213,13.6006,6.3847,0.3333,0.16
0.2399,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0921,-0.9113,0.0739,-0.4545,-0.0419,-0.8898,0.4729,-0.1970,-1.3164,0.9633,-1.3084,-0.2967,0.1865,1.5069,-1.0258,1.3165,0.1551,-0.1241,0.1977,0.3451,0.2869,0.0853,0.1473,-0.2947,-0.3761,0.7522,0.5000,-0.2000,-1.4448,0.9342,-1.1842,-0.3080,0.2000,1.3328,-1.1129,1.4398,119.1047,-3.2893,4.4645,-5.8623,4.1106,0.9204,6.4493,-2.4883,13.7738,6.5485,0.3611,0.16
0.2599,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2465,-0.8441,0.5380,-0.4702,-0.0410,-0.8816,0.4762,-0.1993,-1.3164,0.9686,-1.3043,-0.2954,0.1882,1.4956,-1.0299,1.3321,0.1784,-0.0737,-0.0155,0.2055,0.2133,0.1008,0.0078,-0.5002,-0.2326,0.7212,0.5000,-0.2000,-1.4652,0.9322,-1.1742,-0.3133,0.2000,1.3022,-1.0839,1.4432,119.9735,-3.3785,4.5784,-6.0491,4.1314,0.8666,6.4491,-2.4569,13.8870,6.6845,0.3889,0.16
0.2799,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3974,-0.7436,0.9379,-0.4852,-0.0387,-0.8735,0.4787,-0.2009,-1.3204,0.9718,-1.3007,-0.2950,0.1893,1.4816,-1.0302,1.3470,0.0969,-0.0465,-0.2016,0.1628,0.1086,0.0737,-0.0388,-0.6940,0.0078,0.7406,0.5000,-0.2000,-1.4856,0.9295,-1.1641,-0.3172,0.2000,1.2717,-1.0461,1.4456,120.5059,-3.4141,4.6582,-6.1923,4.1066,0.8279,6.4493,-2.4267,13.9504,6.7843,0.4167,0.15
0.3000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5235,-0.5892,1.2699,-0.4976,-0.0347,-0.8667,0.4807,-0.2016,-1.3291,0.9729,-1.2964,-0.2952,0.1891,1.4631,-1.0261,1.3611,0.1512,0.0155,-0.4885,-0.0194,0.1745,0.0078,0.0078,-0.8763,0.2016,0.6436,0.5000,-0.2000,-1.5059,0.9262,-1.1541,-0.3204,0.2000,1.2411,-1.0014,1.4472,120.7931,-3.3982,4.7013,-6.2868,4.0496,0.7955,6.4575,-2.4088,13.9854,6.8531,0.4444,0.15
0.3199,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6121,-0.4335,1.5729,-0.5074,-0.0292,-0.8612,0.4827,-0.2020,-1.3420,0.9721,-1.2908,-0.2954,0.1885,1.4412,-1.0164,1.3745,0.1008,-0.0271,-0.6320,-0.0853,0.3024,0.0271,-0.0349,-1.0624,0.4575,0.7096,0.5000,-0.2000,-1.5263,0.9223,-1.1440,-0.3243,0.2000,1.2106,-0.9519,1.4483,120.8736,-3.3557,4.7228,-6.3446,3.9814,0.7573,6.4657,-2.3940,13.9854,6.8903,0.4722,0.16
0.3399,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6646,-0.2831,1.8152,-0.5148,-0.0217,-0.8570,0.4845,-0.2019,-1.3591,0.9689,-1.2846,-0.2958,0.1876,1.4156,-1.0016,1.3877,0.0427,-0.0039,-0.8375,-0.1667,0.3373,-0.0078,-0.0775,-1.1593,0.7057,0.6630,0.5000,-0.2000,-1.5467,0.9180,-1.1340,-0.3285,0.2000,1.1800,-0.9000,1.4770,120.7781,-3.2621,4.7089,-6.3572,3.8913,0.7150,6.4881,-2.3946,13.9698,6.8929,0.5000,0.20
0.3599,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7079,-0.1243,2.0111,-0.5194,-0.0128,-0.8544,0.4865,-0.2017,-1.3787,0.9632,-1.2779,-0.2963,0.1863,1.3887,-0.9809,1.3990,0.1551,0.0078,-1.0508,-0.3179,0.3335,-0.0194,-0.1163,-1.2950,0.9112,0.5467,0.5000,-0.2000,-1.5670,0.9133,-1.1239,-0.3331,0.2000,1.2004,-0.9052,1.4699,120.5520,-3.1410,4.6752,-6.3398,3.7883,0.6693,6.5148,-2.4022,13.9382,6.8786,0.5278,0.19
0.3809,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6278,0.0659,2.1415,-0.5209,0.0004,-0.8536,0.4882,-0.2013,-1.4015,0.9560,-1.2703,-0.2972,0.1854,1.3592,-0.9551,1.4143,0.0969,0.0233,-1.0624,-0.3994,0.4188,0.0504,-0.0233,-1.3803,1.1283,0.8220,0.5000,-0.2000,-1.5874,0.9083,-1.1139,-0.3385,0.2000,1.2207,-0.9103,1.4627,120.2188,-3.0253,4.6188,-6.2716,3.6923,0.6151,6.5394,-2.4182,13.8788,6.8358,0.5556,0.18
0.4009,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5770,0.2936,2.1561,-0.5176,0.0149,-0.8555,0.4900,-0.2006,-1.4256,0.9475,-1.2620,-0.2993,0.1850,1.3380,-0.9352,1.4260,0.0349,0.0698,-1.2640,-0.5390,0.4226,-0.1163,-0.0039,-0.9228,0.8104,0.4769,0.5000,-0.2000,-1.6078,0.9031,-1.1038,-0.3425,0.2000,1.2411,-0.9152,1.4556,119.7930,-2.8500,4.5171,-6.1622,3.5892,0.5751,6.5890,-2.4630,13.8560,6.7510,0.5833,0.15
0.4199,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5311,0.4926,2.0954,-0.5107,0.0288,-0.8593,0.4914,-0.2000,-1.4527,0.9350,-1.2526,-0.3021,0.1850,1.3248,-0.9223,1.4341,0.1241,0.0504,-1.2524,-0.6514,0.4963,-0.0504,-0.0427,-0.5739,0.6320,0.3606,0.5000,-0.2000,-1.6078,0.9209,-1.1562,-0.3440,0.2000,1.2615,-0.9198,1.4485,119.2989,-2.6556,4.4080,-6.0369,3.4561,0.5599,6.6320,-2.5022,13.8160,6.6636,0.6111,0.15
0.4399,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4482,0.5679,2.0145,-0.5012,0.0417,-0.8644,0.4927,-0.1987,-1.4823,0.9218,-1.2404,-0.3052,0.1853,1.3193,-0.9131,1.4390,0.1280,0.1822,-1.4463,-0.6165,0.6204,-0.1241,-0.0194,-0.2404,0.4032,0.2016,0.5000,-0.2000,-1.5772,0.9722,-1.1689,-0.3425,0.2000,1.2819,-0.9239,1.4414,118.7355,-2.4107,4.2557,-5.8694,3.2740,0.5748,6.6895,-2.5526,13.7728,6.5471,0.6389,0.15
0.4599,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2775,0.3518,1.9450,-0.4912,0.0574,-0.8692,0.4946,-0.1967,-1.5096,0.9114,-1.2362,-0.3082,0.1860,1.3193,-0.9070,1.4420,0.1512,0.1473,-1.3997,-0.4226,0.2598,-0.1590,0.0698,0.0775,0.2675,0.1473,0.5000,-0.2000,-1.5467,1.0200,-1.1813,-0.3381,0.2000,1.3022,-0.9276,1.4342,118.0471,-2.1179,4.0849,-5.6808,3.0233,0.6189,6.7355,-2.5937,13.6917,6.4248,0.6667,0.15
0.4799,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2782,-0.1470,1.6369,-0.4925,0.0700,-0.8675,0.4950,-0.1947,-1.5332,0.9083,-1.2325,-0.3113,0.1871,1.3216,-0.9044,1.4427,0.0465,0.1435,-1.2446,-0.1861,0.2016,-0.1628,0.0465,0.0116,0.1202,-0.0427,0.5000,-0.2000,-1.5161,1.0621,-1.1931,-0.3293,0.2000,1.3226,-0.9306,1.4271,117.4108,-1.7462,3.8792,-5.4670,2.7056,0.7066,6.8332,-2.6676,13.6389,6.2893,0.6944,0.15
0.5009,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2204,-0.4377,1.0170,-0.5013,0.0754,-0.8620,0.4944,-0.1923,-1.5509,0.9110,-1.2301,-0.3139,0.1888,1.3233,-0.9055,1.4401,0.0349,0.1124,-0.9344,0.1745,0.1977,-0.0775,0.0698,-0.0465,-0.0465,-0.2133,0.5000,-0.2000,-1.4856,1.0966,-1.2039,-0.3139,0.2000,1.3430,-0.9331,1.4200,116.9933,-1.3958,3.6755,-5.1977,2.4208,0.8612,6.9547,-2.7579,13.5750,6.1344,0.7222,0.15
0.5209,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1299,-0.5046,0.3429,-0.5128,0.0744,-0.8552,0.4936,-0.1902,-1.5619,0.9185,-1.2282,-0.3142,0.1903,1.3253,-0.9085,1.4342,0.0116,0.0659,-0.4847,0.2830,0.2249,-0.0000,0.0116,0.0465,-0.1396,-0.3412,0.5000,-0.2000,-1.4550,1.1217,-1.2136,-0.3000,0.2000,1.3633,-0.9348,1.4128,116.8234,-1.0734,3.4963,-4.9213,2.1754,1.0445,7.1095,-2.8561,13.5114,5.9863,0.7500,0.16
0.5409,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,-0.4541,-0.3650,-0.5249,0.0678,-0.8484,0.4936,-0.1892,-1.5670,0.9297,-1.2271,-0.3125,0.1916,1.3289,-0.9119,1.4273,0.0233,-0.0155,-0.3296,0.5971,0.0659,0.0853,0.0233,0.0853,-0.1241,-0.4614,0.5000,-0.1781,-1.4244,1.1364,-1.2221,-0.3000,0.2000,1.3837,-0.9358,1.4057,116.9232,-0.7805,3.3346,-4.6474,1.9691,1.2457,7.2842,-2.9543,13.4427,5.8389,0.7778,0.17
0.5619,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0553,-0.3308,-1.0619,-0.5356,0.0552,-0.8427,0.4933,-0.1891,-1.5670,0.9449,-1.2271,-0.3088,0.1928,1.3350,-0.9146,1.4193,-0.0000,-0.0000,0.0039,0.6979,0.0775,0.1318,0.0194,0.2171,-0.1047,-0.4381,0.5000,-0.1511,-1.3939,1.1398,-1.2293,-0.3000,0.2000,1.4041,-0.9360,1.3986,117.2617,-0.5115,3.1956,-4.4077,1.7923,1.4384,7.4783,-3.0588,13.3840,5.7259,0.8056,0.16
0.5809,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1435,-0.2700,-1.5938,-0.5439,0.0384,-0.8383,0.4932,-0.1865,-1.5618,0.9609,-1.2274,-0.3048,0.1936,1.3429,-0.9168,1.4103,-0.0194,0.0892,0.2869,0.7871,-0.0000,0.1628,-0.0582,0.3606,-0.0698,-0.4614,0.5000,-0.1279,-1.3633,1.1318,-1.2352,-0.3000,0.2000,1.4244,-0.9355,1.3914,117.7210,-0.2791,3.0753,-4.2100,1.6447,1.6009,7.6669,-3.1587,13.3307,5.6391,0.8333,0.16
0.6009,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2533,-0.3092,-2.0388,-0.5519,0.0195,-0.8337,0.4928,-0.1805,-1.5497,0.9767,-1.2284,-0.3018,0.1935,1.3538,-0.9178,1.4011,0.0039,0.2094,0.6436,0.8220,-0.0698,0.1667,-0.0465,0.4963,-0.0000,-0.5041,0.5000,-0.1088,-1.3328,1.1129,-1.2398,-0.3000,0.2000,1.4448,-0.9342,1.3842,118.2491,-0.0878,2.9703,-4.0513,1.5243,1.7337,7.8437,-3.2583,13.2903,5.5794,0.8611,0.15
0.6209,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3637,-0.2732,-2.3661,-0.5599,-0.0009,-0.8286,0.4919,-0.1727,-1.5307,0.9908,-1.2312,-0.2997,0.1930,1.3671,-0.9181,1.3906,-0.0310,0.3645,0.8608,0.7251,-0.0853,0.0969,-0.0698,0.5118,0.0233,-0.4769,0.5000,-0.0965,-1.3022,1.0839,-1.2432,-0.3000,0.2000,1.4652,-0.9322,1.3742,118.8067,0.0346,2.8989,-3.9319,1.4560,1.8362,7.9949,-3.3470,13.2634,5.5392,0.8889,0.15
0.6409,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5388,-0.0460,-2.6534,-0.5640,-0.0227,-0.8255,0.4905,-0.1631,-1.5084,1.0000,-1.2349,-0.2973,0.1919,1.3806,-0.9179,1.3809,-0.0388,0.4226,1.2408,0.4459,-0.1241,0.1706,-0.0737,0.6747,0.0116,-0.4188,0.5000,-0.0935,-1.2717,1.0461,-1.2456,-0.3000,0.2000,1.4856,-0.9295,1.3641,119.3573,0.0651,2.8613,-3.8566,1.4772,1.8952,8.1170,-3.4315,13.2639,5.5057,0.9167,0.15
0.6619,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6883,0.2585,-2.8908,-0.5618,-0.0437,-0.8261,0.4891,-0.1535,-1.4814,1.0037,-1.2383,-0.2951,0.1904,1.3983,-0.9168,1.3715,-0.0349,0.4769,1.2718,0.1745,-0.1280,0.1977,-0.0543,0.8724,0.1473,-0.5079,0.5000,-0.0988,-1.2411,1.0014,-1.2472,-0.3000,0.2000,1.5059,-0.9262,1.3541,119.8960,0.0121,2.8571,-3.8414,1.5659,1.9215,8.2097,-3.4956,13.2989,5.4844,0.9444,0.15
0.6809,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7498,0.4007,-3.0372,-0.5544,-0.0643,-0.8297,0.4878,-0.1468,-1.4516,1.0017,-1.2417,-0.2935,0.1895,1.4196,-0.9132,1.3623,-0.1124,0.3761,1.4385,0.0271,-0.2094,0.0775,-0.0620,1.0740,0.3063,-0.3645,0.5000,-0.1087,-1.2106,0.9519,-1.2483,-0.3000,0.2000,1.5263,-0.9223,1.3440,120.3627,-0.0873,2.8895,-3.9094,1.6935,1.9129,8.2546,-3.5251,13.3758,5.4942,0.9722,0.19
0.7019,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8116,0.4211,-3.1601,-0.5445,-0.0854,-0.8344,0.4865,-0.1429,-1.4178,0.9927,-1.2453,-0.2928,0.1892,1.4455,-0.9078,1.3542,-0.0582,0.1590,1.5587,-0.3218,-0.1202,0.0310,-0.0155,1.2175,0.2947,-0.3761,0.5000,-0.1262,-1.1800,0.9000,-1.2770,-0.3000,0.2000,1.5467,-0.9180,1.3340,120.8173,-0.2624,2.9490,-4.0531,1.8770,1.8624,8.2559,-3.5373,13.5002,5.5456,0.0000,0.19
0.7209,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8825,0.4125,-3.1430,-0.5342,-0.1040,-0.8389,0.4851,-0.1413,-1.3838,0.9795,-1.2484,-0.2919,0.1894,1.4704,-0.9003,1.3455,-0.0814,0.1163,1.6401,-0.6087,-0.0620,0.0349,-0.0349,1.3067,0.3141,-0.3800,0.5000,-0.1498,-1.2004,0.9052,-1.2699,-0.3000,0.2000,1.5670,-0.9133,1.3239,121.1998,-0.4978,3.0346,-4.2565,2.1044,1.7723,8.2212,-3.5255,13.6443,5.6214,0.0278,0.19
0.7419,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9562,0.5455,-3.0375,-0.5195,-0.1209,-0.8459,0.4847,-0.1424,-1.3437,0.9589,-1.2567,-0.2919,0.1899,1.4989,-0.8919,1.3372,-0.0194,-0.0349,1.7642,-0.8336,-0.3528,-0.0000,0.0310,1.2563,0.4343,-0.4420,0.5000,-0.1819,-1.2207,0.9103,-1.2627,-0.3000,0.2000,1.5874,-0.9083,1.3139,121.4876,-0.8185,3.1800,-4.5419,2.4027,1.6464,8.1116,-3.4634,13.7949,5.7346,0.0556,0.17
0.7609,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0357,0.6258,-2.8961,-0.5027,-0.1322,-0.8543,0.4851,-0.1469,-1.3155,0.9472,-1.2634,-0.2923,0.1911,1.5248,-0.8813,1.3271,-0.0427,-0.1900,1.3959,-0.5118,-0.3179,0.0310,0.0543,1.3144,0.5467,-0.4343,0.5000,-0.2000,-1.2411,0.9152,-1.2556,-0.3000,0.2000,1.6078,-0.9031,1.3038,121.7638,-1.2142,3.3246,-4.7940,2.7443,1.4903,7.9778,-3.4014,13.9287,5.8300,0.0833,0.15
0.7809,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9474,0.7148,-2.7362,-0.4847,-0.1419,-0.8631,0.4854,-0.1557,-1.2936,0.9384,-1.2699,-0.2924,0.1932,1.5544,-0.8713,1.3177,-0.0194,-0.2869,0.9887,-0.3528,-0.2908,0.0155,0.1086,1.3261,0.4847,-0.4614,0.5000,-0.2000,-1.2615,0.9198,-1.2485,-0.3000,0.2000,1.6078,-0.9209,1.3562,122.0826,-1.6210,3.4959,-5.0175,3.0869,1.3399,7.8280,-3.3257,14.0550,5.9440,0.1111,0.17
0.8019,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8138,0.8285,-2.5521,-0.4641,-0.1505,-0.8729,0.4862,-0.1645,-1.2789,0.9354,-1.2756,-0.2926,0.1960,1.5806,-0.8605,1.3088,0.0853,-0.3528,0.6243,-0.0465,-0.2792,0.0310,0.0814,1.3067,0.5157,-0.3800,0.5000,-0.2000,-1.2819,0.9239,-1.2414,-0.3000,0.2000,1.5772,-0.9722,1.3689,122.4844,-2.0220,3.6824,-5.1948,3.4336,1.1965,7.6697,-3.2385,14.1529,6.0499,0.1389,0.15
0.8209,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8118,0.7565,-2.2361,-0.4427,-0.1558,-0.8830,0.4879,-0.1710,-1.2686,0.9360,-1.2799,-0.2929,0.1991,1.6047,-0.8521,1.3103,0.1202,-0.2830,0.5079,0.1357,-0.1784,0.0271,0.1900,1.1981,0.4769,0.0892,0.5000,-0.2000,-1.3022,0.9276,-1.2342,-0.3000,0.2000,1.5467,-1.0200,1.3813,122.8882,-2.3937,3.8598,-5.3488,3.7348,1.0576,7.5053,-3.1378,14.2166,6.1658,0.1667,0.15
0.8429,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7225,0.4608,-1.7250,-0.4277,-0.1565,-0.8903,0.4903,-0.1751,-1.2611,0.9385,-1.2825,-0.2929,0.2028,1.6228,-0.8511,1.3157,0.1435,-0.1280,0.4071,0.1745,-0.1202,-0.0000,0.2171,0.8647,0.0271,0.2947,0.5000,-0.2000,-1.3226,0.9306,-1.2271,-0.3084,0.2000,1.5161,-1.0621,1.3931,123.2050,-2.6974,4.0212,-5.5206,3.9801,0.9159,7.3434,-3.0345,14.2867,6.2995,0.1944,0.14
