t,vx_cmd,vy_cmd,wz_cmd,lin_vx,lin_vy,lin_vz,gyro_x,gyro_y,gyro_z,projg_x,projg_y,projg_z,jpos_hip_yaw_l,jpos_hip_roll_l,jpos_hip_pitch_l,jpos_knee_pitch_l,jpos_ankle_pitch_l,jpos_hip_yaw_r,jpos_hip_roll_r,jpos_hip_pitch_r,jpos_knee_pitch_r,jpos_ankle_pitch_r,jvel_hip_yaw_l,jvel_hip_roll_l,jvel_hip_pitch_l,jvel_knee_pitch_l,jvel_ankle_pitch_l,jvel_hip_yaw_r,jvel_hip_roll_r,jvel_hip_pitch_r,jvel_knee_pitch_r,jvel_ankle_pitch_r,jtgt_hip_yaw_l,jtgt_hip_roll_l,jtgt_hip_pitch_l,jtgt_knee_pitch_l,jtgt_ankle_pitch_l,jtgt_hip_yaw_r,jtgt_hip_roll_r,jtgt_hip_pitch_r,jtgt_knee_pitch_r,jtgt_ankle_pitch_r,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,gait_phase,infer_ms
0.1999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0694,-0.4708,0.2190,-0.2344,-0.0174,-0.9720,0.4877,-0.1834,-1.3313,0.9299,-1.2801,-0.3292,0.1978,1.4996,-1.0201,1.2821,0.2133,-0.2404,0.3490,0.2947,0.3102,-0.1784,0.1241,-0.2908,-0.6785,0.5157,0.5000,-0.2000,-1.4041,0.9360,-1.1986,-0.3770,0.2000,1.3939,-1.1398,1.4293,116.0939,-4.1348,4.6148,-5.7736,5.0104,0.2296,6.0962,-2.3030,13.3441,6.4289,0.3056,0.16
0.2199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0329,-0.4185,0.7234,-0.2433,-0.0145,-0.9699,0.4917,-0.1873,-1.3284,0.9352,-1.2746,-0.3349,0.1993,1.4899,-1.0345,1.2958,0.1628,-0.1357,0.1280,0.2598,0.2598,-0.2404,0.0000,-0.4188,-0.7057,0.6165,0.5000,-0.2000,-1.4244,0.9355,-1.1914,-0.3877,0.2000,1.3633,-1.1318,1.4352,117.9510,-4.3524,4.8011,-6.0339,5.1731,0.1227,6.1143,-2.2847,13.5760,6.6232,0.3333,0.15
0.2399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1375,-0.3611,1.0929,-0.2521,-0.0113,-0.9676,0.4935,-0.1898,-1.3284,0.9392,-1.2706,-0.3427,0.2004,1.4777,-1.0473,1.3091,0.0543,-0.0116,0.0465,0.1977,0.2055,-0.3722,0.0310,-0.6243,-0.5312,0.5855,0.5000,-0.2000,-1.4448,0.9342,-1.1842,-0.3947,0.2000,1.3328,-1.1129,1.4398,119.3082,-4.5022,4.9432,-6.2426,5.2664,0.0531,6.1238,-2.2651,13.7441,6.7795,0.3611,0.15
0.2599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2254,-0.2738,1.2559,-0.2596,-0.0082,-0.9657,0.4935,-0.1909,-1.3312,0.9428,-1.2683,-0.3504,0.2009,1.4611,-1.0559,1.3225,-0.0775,0.0194,-0.0814,0.1861,0.0582,-0.2675,0.0427,-0.8026,-0.3955,0.5545,0.5000,-0.2000,-1.4652,0.9322,-1.1742,-0.3991,0.2000,1.3022,-1.0839,1.4432,120.3271,-4.5867,5.0453,-6.3868,5.3216,0.0088,6.1375,-2.2546,13.8683,6.8819,0.3889,0.14
0.2809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3937,-0.1703,1.4989,-0.2646,-0.0069,-0.9643,0.4932,-0.1918,-1.3374,0.9456,-1.2673,-0.3572,0.2010,1.4414,-1.0592,1.3353,-0.0000,-0.0116,-0.3179,0.1318,0.0969,-0.2520,0.0000,-0.9810,-0.1241,0.6010,0.5000,-0.2000,-1.4856,0.9295,-1.1641,-0.4036,0.2000,1.2717,-1.0461,1.4456,121.0481,-4.5998,5.1282,-6.5223,5.3135,-0.0360,6.1581,-2.2361,13.9467,6.9710,0.4167,0.14
0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5111,-0.0490,1.6808,-0.2684,-0.0073,-0.9633,0.4936,-0.1925,-1.3458,0.9476,-1.2659,-0.3636,0.2008,1.4198,-1.0572,1.3470,0.0543,-0.0039,-0.4537,0.0853,0.1396,-0.2326,0.0078,-1.1167,0.0310,0.4730,0.5000,-0.2000,-1.5059,0.9262,-1.1541,-0.4081,0.2000,1.2411,-1.0014,1.4472,121.5306,-4.5791,5.1774,-6.6157,5.2901,-0.0809,6.1777,-2.2272,13.9984,7.0295,0.4444,0.14
0.3199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5844,0.1290,1.8585,-0.2687,-0.0071,-0.9632,0.4937,-0.1926,-1.3574,0.9484,-1.2645,-0.3696,0.2006,1.3941,-1.0495,1.3568,-0.0000,-0.0039,-0.5196,0.0233,0.0892,-0.2210,-0.0504,-1.2601,0.3528,0.4459,0.5000,-0.2000,-1.5263,0.9223,-1.1440,-0.4131,0.2000,1.2106,-0.9519,1.4483,121.7839,-4.5278,5.2067,-6.6835,5.2464,-0.1311,6.2030,-2.2177,14.0100,7.0622,0.4722,0.14
0.3409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6777,0.3233,1.9659,-0.2655,-0.0084,-0.9641,0.4942,-0.1923,-1.3717,0.9481,-1.2631,-0.3752,0.2003,1.3646,-1.0371,1.3659,0.1047,0.0582,-0.7600,0.0116,0.1357,-0.2016,-0.0078,-1.4928,0.6126,0.3490,0.5000,-0.2000,-1.5467,0.9180,-1.1340,-0.4189,0.2000,1.1800,-0.9000,1.4770,121.8899,-4.4311,5.2079,-6.7141,5.1835,-0.1886,6.2430,-2.2198,14.0044,7.0659,0.5000,0.14
0.3619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7039,0.5178,2.0082,-0.2589,-0.0086,-0.9659,0.4944,-0.1917,-1.3876,0.9464,-1.2616,-0.3809,0.1992,1.3358,-1.0160,1.3754,0.0155,0.0775,-1.0042,-0.1124,0.1396,-0.1590,-0.1357,-1.4307,1.0430,0.4885,0.5000,-0.2000,-1.5670,0.9133,-1.1239,-0.4256,0.2000,1.2004,-0.9052,1.4699,121.8443,-4.2921,5.1849,-6.7191,5.0879,-0.2559,6.2982,-2.2312,13.9797,7.0434,0.5278,0.15
0.3809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6646,0.6540,2.0316,-0.2487,-0.0085,-0.9686,0.4948,-0.1904,-1.4072,0.9424,-1.2594,-0.3870,0.1982,1.3001,-0.9891,1.3902,0.0233,0.1008,-0.9306,-0.2443,0.2133,-0.2869,-0.0620,-1.3687,1.2291,0.6514,0.5000,-0.2000,-1.5874,0.9083,-1.1139,-0.4340,0.2000,1.2207,-0.9103,1.4627,121.6574,-4.1249,5.1287,-6.6894,4.9918,-0.3399,6.3507,-2.2549,13.9421,7.0012,0.5556,0.15
0.4009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6308,0.8658,1.9617,-0.2343,-0.0093,-0.9721,0.4954,-0.1891,-1.4276,0.9368,-1.2558,-0.3940,0.1978,1.2798,-0.9707,1.4005,0.0659,0.0155,-0.9228,-0.2908,0.2482,-0.2908,-0.0349,-1.0275,0.8724,0.4304,0.5000,-0.2000,-1.6078,0.9031,-1.1038,-0.4410,0.2000,1.2411,-0.9152,1.4556,121.3678,-3.9487,5.0502,-6.6269,4.9083,-0.4096,6.3985,-2.2865,13.9172,6.9312,0.5833,0.16
0.4209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1.0822,1.8421,-0.2145,-0.0084,-0.9767,0.4961,-0.1882,-1.4494,0.9307,-1.2509,-0.4022,0.1976,1.2651,-0.9566,1.4086,0.0388,0.0427,-1.0430,-0.2792,0.2947,-0.3528,-0.0620,-0.6708,0.5894,0.3218,0.5000,-0.2000,-1.6078,0.9209,-1.1562,-0.4457,0.2000,1.2615,-0.9198,1.4485,120.9936,-3.7612,4.9479,-6.5271,4.8068,-0.4570,6.4482,-2.3194,13.8742,6.8341,0.6111,0.15
0.4409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4417,1.1741,1.5792,-0.1907,-0.0083,-0.9816,0.4968,-0.1879,-1.4720,0.9233,-1.2436,-0.4114,0.1976,1.2569,-0.9459,1.4155,0.0620,0.0388,-1.0895,-0.2947,0.3761,-0.4304,-0.0349,-0.3412,0.6010,0.3451,0.5000,-0.2000,-1.5772,0.9722,-1.1689,-0.4473,0.2000,1.2819,-0.9239,1.4414,120.5890,-3.5152,4.8245,-6.4123,4.6470,-0.4729,6.5126,-2.3633,13.8444,6.7251,0.6389,0.15
0.4609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3259,1.0646,1.3718,-0.1674,-0.0089,-0.9858,0.4977,-0.1878,-1.4935,0.9183,-1.2427,-0.4208,0.1981,1.2548,-0.9367,1.4210,0.0698,0.0155,-1.1555,-0.1745,0.1435,-0.3761,0.0039,-0.1473,0.3722,0.2482,0.5000,-0.2000,-1.5467,1.0200,-1.1813,-0.4472,0.2000,1.3022,-0.9276,1.4342,120.1100,-3.2371,4.6763,-6.2730,4.4531,-0.4720,6.5690,-2.4031,13.7948,6.6077,0.6667,0.15
0.4819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2734,0.7680,1.0694,-0.1486,-0.0113,-0.9888,0.4980,-0.1883,-1.5102,0.9214,-1.2420,-0.4287,0.1986,1.2555,-0.9297,1.4254,0.0349,0.0078,-0.7871,0.2249,0.0233,-0.2947,0.0775,-0.0310,0.3490,0.1977,0.5000,-0.2000,-1.5161,1.0621,-1.1931,-0.4447,0.2000,1.3226,-0.9306,1.4271,119.6013,-2.9215,4.5059,-6.1195,4.2268,-0.4474,6.6389,-2.4591,13.7537,6.4780,0.6944,0.15
0.5009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2210,0.3711,0.5664,-0.1391,-0.0165,-0.9901,0.4978,-0.1891,-1.5224,0.9307,-1.2413,-0.4358,0.1998,1.2565,-0.9241,1.4284,-0.0310,-0.0349,-0.6281,0.4769,0.1047,-0.3451,0.0931,-0.1241,0.2753,0.0969,0.5000,-0.2000,-1.4856,1.0966,-1.2039,-0.4377,0.2000,1.3430,-0.9331,1.4200,119.1811,-2.5880,4.3134,-5.9355,3.9722,-0.3766,6.7367,-2.5390,13.7312,6.3359,0.7222,0.15
0.5219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1148,0.1353,-0.0409,-0.1350,-0.0219,-0.9906,0.4966,-0.1908,-1.5310,0.9446,-1.2402,-0.4413,0.2019,1.2564,-0.9211,1.4299,-0.0543,-0.0620,-0.4459,0.6669,0.1822,-0.1473,0.1047,-0.1202,0.1745,0.0659,0.5000,-0.2000,-1.4550,1.1217,-1.2136,-0.4274,0.2000,1.3633,-0.9348,1.4128,118.8931,-2.2789,4.1218,-5.7339,3.7340,-0.2738,6.8682,-2.6348,13.6966,6.1851,0.7500,0.15
0.5419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0815,0.0382,-0.6479,-0.1330,-0.0290,-0.9907,0.4950,-0.1934,-1.5337,0.9625,-1.2384,-0.4442,0.2044,1.2562,-0.9207,1.4300,-0.0737,-0.0737,-0.0582,0.9189,0.1396,-0.0853,0.1396,-0.0427,-0.0155,-0.0039,0.5000,-0.2000,-1.4244,1.1364,-1.2221,-0.4149,0.2000,1.3837,-0.9358,1.4057,118.7072,-1.9913,3.9451,-5.5429,3.5317,-0.1487,7.0163,-2.7325,13.6563,6.0408,0.7778,0.15
0.5609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0118,-1.2002,-0.1318,-0.0370,-0.9906,0.4935,-0.1966,-1.5319,0.9828,-1.2366,-0.4434,0.2073,1.2575,-0.9205,1.4293,-0.0814,-0.1241,0.0155,0.9849,0.1396,0.1861,0.1280,0.0271,0.1124,0.0543,0.5000,-0.2000,-1.3939,1.1398,-1.2293,-0.4022,0.2000,1.4041,-0.9360,1.3986,118.6409,-1.7706,3.7976,-5.3682,3.3568,-0.0216,7.1621,-2.8213,13.6068,5.9179,0.8056,0.15
0.5819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1187,0.0630,-1.6889,-0.1301,-0.0454,-0.9905,0.4914,-0.1994,-1.5244,1.0047,-1.2350,-0.4389,0.2105,1.2607,-0.9198,1.4271,-0.1280,-0.1163,0.3296,1.0275,0.0892,0.2133,0.1900,0.0775,0.0814,-0.0775,0.5000,-0.2000,-1.3633,1.1318,-1.2352,-0.3893,0.2000,1.4244,-0.9355,1.3914,118.6534,-1.6137,3.6660,-5.2020,3.2500,0.1072,7.2940,-2.9071,13.5593,5.8118,0.8333,0.15
0.6009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3331,0.1690,-1.9775,-0.1260,-0.0490,-0.9908,0.4892,-0.2021,-1.5117,1.0228,-1.2349,-0.4293,0.2145,1.2667,-0.9181,1.4232,-0.0775,-0.0465,0.6243,0.8879,0.0039,0.5622,0.1241,0.2869,0.1202,-0.2482,0.5000,-0.2000,-1.3328,1.1129,-1.2398,-0.3802,0.2000,1.4448,-0.9342,1.3842,118.6921,-1.5550,3.5765,-5.0704,3.2210,0.1977,7.3939,-2.9731,13.5020,5.7377,0.8611,0.16
0.6209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4286,0.2712,-2.2409,-0.1182,-0.0467,-0.9919,0.4866,-0.2042,-1.4921,1.0385,-1.2353,-0.4186,0.2179,1.2784,-0.9162,1.4175,-0.0853,-0.0504,0.9383,0.6863,-0.0233,0.5506,0.1822,0.6281,0.1551,-0.3528,0.5000,-0.2000,-1.3022,1.0839,-1.2432,-0.3728,0.2000,1.4652,-0.9322,1.3742,118.7606,-1.5625,3.5251,-4.9828,3.2421,0.2723,7.4632,-3.0233,13.4675,5.6962,0.8889,0.17
0.6419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1573,0.2051,-2.3090,-0.1110,-0.0499,-0.9926,0.4854,-0.2050,-1.4703,1.0439,-1.2355,-0.4070,0.2217,1.2917,-0.9134,1.4101,-0.0233,-0.0388,1.0042,0.1822,-0.0155,0.5312,0.0775,0.6902,0.2016,-0.3490,0.5000,-0.2000,-1.2717,1.0461,-1.2456,-0.3697,0.2000,1.4856,-0.9295,1.3641,118.8516,-1.5620,3.5194,-4.9931,3.2529,0.3034,7.5257,-3.0505,13.4782,5.7211,0.9167,0.16
0.6619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1637,0.3284,-2.0432,-0.1027,-0.0539,-0.9933,0.4868,-0.2066,-1.4447,1.0420,-1.2346,-0.3959,0.2232,1.3078,-0.9106,1.4009,0.1977,-0.0737,1.1593,-0.1590,0.0582,0.5157,0.0078,0.6824,0.1047,-0.4381,0.5000,-0.2000,-1.2411,1.0014,-1.2472,-0.3733,0.2000,1.5059,-0.9262,1.3541,118.9028,-1.7694,3.5846,-5.0460,3.4302,0.2671,7.4638,-3.0270,13.4838,5.7927,0.9444,0.15
0.6809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2557,0.4123,-1.9303,-0.0925,-0.0543,-0.9942,0.4880,-0.2080,-1.4174,1.0338,-1.2341,-0.3871,0.2229,1.3261,-0.9097,1.3903,0.0310,-0.0194,1.1865,-0.4265,0.0310,0.3761,-0.0465,0.8918,-0.0504,-0.4692,0.5000,-0.2000,-1.2106,0.9519,-1.2483,-0.3796,0.2000,1.5263,-0.9223,1.3440,119.0261,-2.0549,3.6610,-5.0837,3.6740,0.2039,7.4049,-3.0155,13.5115,5.8399,0.9722,0.15
0.7029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3443,0.4178,-1.8492,-0.0818,-0.0524,-0.9953,0.4881,-0.2090,-1.3900,1.0184,-1.2337,-0.3806,0.2215,1.3474,-0.9096,1.3799,-0.0271,-0.0000,1.2563,-0.7483,0.0698,0.3335,-0.0659,1.0275,0.0582,-0.5157,0.5000,-0.2000,-1.1800,0.9000,-1.2770,-0.3871,0.2000,1.5467,-0.9180,1.3340,119.2662,-2.3800,3.7670,-5.1517,3.9344,0.1292,7.3333,-2.9974,13.5630,5.9144,0.0000,0.15
0.7219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4182,0.4465,-1.6895,-0.0710,-0.0465,-0.9964,0.4884,-0.2098,-1.3600,0.9941,-1.2328,-0.3763,0.2194,1.3703,-0.9088,1.3683,0.1086,0.0078,1.3183,-1.1012,0.0814,0.1280,-0.1473,0.9228,0.0620,-0.4963,0.5000,-0.2000,-1.2004,0.9052,-1.2699,-0.3966,0.2000,1.5670,-0.9133,1.3239,119.6420,-2.7776,3.9200,-5.2676,4.2541,0.0336,7.2187,-2.9534,13.6414,6.0291,0.0278,0.15
0.7419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3532,0.5082,-1.5003,-0.0594,-0.0415,-0.9974,0.4891,-0.2107,-1.3282,0.9622,-1.2356,-0.3750,0.2169,1.3938,-0.9076,1.3569,0.1396,0.0039,1.4230,-1.4114,-0.1047,0.1047,-0.1822,1.0353,0.0582,-0.5739,0.5000,-0.2000,-1.2207,0.9103,-1.2627,-0.4106,0.2000,1.5874,-0.9083,1.3139,120.1389,-3.2010,4.1130,-5.4389,4.6103,-0.1061,7.0958,-2.8971,13.7590,6.1646,0.0556,0.15
0.7619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2558,0.6045,-1.2650,-0.0459,-0.0372,-0.9983,0.4902,-0.2115,-1.3058,0.9377,-1.2356,-0.3756,0.2143,1.4174,-0.9056,1.3451,0.1124,-0.1008,0.9422,-1.1361,-0.0543,-0.0116,-0.1784,1.1012,0.0504,-0.5816,0.5000,-0.2000,-1.2411,0.9152,-1.2556,-0.4253,0.2000,1.6078,-0.9031,1.3038,120.7496,-3.6530,4.3084,-5.5933,4.9877,-0.2525,6.9605,-2.8330,13.8825,6.2789,0.0833,0.14
0.7829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1685,0.6594,-1.0213,-0.0315,-0.0337,-0.9989,0.4914,-0.2115,-1.2910,0.9180,-1.2346,-0.3788,0.2124,1.4415,-0.9038,1.3332,0.0620,-0.0194,0.6514,-0.8608,0.0543,-0.1086,-0.0620,1.1787,0.0233,-0.6669,0.5000,-0.2000,-1.2615,0.9198,-1.2485,-0.4391,0.2000,1.6078,-0.9209,1.3562,121.4174,-4.0554,4.4846,-5.7370,5.3222,-0.3906,6.8474,-2.7790,14.0080,6.3853,0.1111,0.14
0.8019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1903,0.6450,-0.8457,-0.0173,-0.0298,-0.9994,0.4924,-0.2110,-1.2830,0.9031,-1.2325,-0.3852,0.2097,1.4658,-0.9016,1.3215,0.0814,0.1124,0.3373,-0.7251,0.1977,-0.2908,-0.1784,1.1477,0.0349,-0.5118,0.5000,-0.2000,-1.2819,0.9239,-1.2414,-0.4498,0.2000,1.5772,-0.9722,1.3689,122.1187,-4.4182,4.6438,-5.8620,5.6099,-0.4980,6.7401,-2.7262,14.1225,6.4881,0.1389,0.16
0.8219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2745,0.5326,-0.6151,-0.0043,-0.0211,-0.9998,0.4934,-0.2100,-1.2801,0.8902,-1.2281,-0.3928,0.2070,1.4893,-0.9025,1.3208,0.1008,0.0853,0.1784,-0.5894,0.3218,-0.2869,-0.2288,1.0430,-0.0310,-0.0310,0.5000,-0.2000,-1.3022,0.9276,-1.2342,-0.4593,0.2000,1.5467,-1.0200,1.3813,122.8111,-4.7601,4.7994,-5.9956,5.8692,-0.5926,6.6173,-2.6584,14.2279,6.6064,0.1667,0.15
0.8419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2649,0.1789,-0.3797,0.0020,-0.0120,-0.9999,0.4940,-0.2088,-1.2807,0.8809,-1.2223,-0.4017,0.2041,1.5043,-0.9115,1.3231,0.0775,0.0427,-0.0737,-0.3916,0.3645,-0.3877,-0.1357,0.7677,-0.3606,0.1784,0.5000,-0.2000,-1.3226,0.9306,-1.2271,-0.4670,0.2000,1.5161,-1.0621,1.3931,123.4709,-5.0244,4.9307,-6.1266,6.0772,-0.6702,6.5033,-2.5988,14.3486,6.7204,0.1944,0.14
