t,vx_cmd,vy_cmd,wz_cmd,lin_vx,lin_vy,lin_vz,gyro_x,gyro_y,gyro_z,projg_x,projg_y,projg_z,jpos_hip_yaw_l,jpos_hip_roll_l,jpos_hip_pitch_l,jpos_knee_pitch_l,jpos_ankle_pitch_l,jpos_hip_yaw_r,jpos_hip_roll_r,jpos_hip_pitch_r,jpos_knee_pitch_r,jpos_ankle_pitch_r,jvel_hip_yaw_l,jvel_hip_roll_l,jvel_hip_pitch_l,jvel_knee_pitch_l,jvel_ankle_pitch_l,jvel_hip_yaw_r,jvel_hip_roll_r,jvel_hip_pitch_r,jvel_knee_pitch_r,jvel_ankle_pitch_r,jtgt_hip_yaw_l,jtgt_hip_roll_l,jtgt_hip_pitch_l,jtgt_knee_pitch_l,jtgt_ankle_pitch_l,jtgt_hip_yaw_r,jtgt_hip_roll_r,jtgt_hip_pitch_r,jtgt_knee_pitch_r,jtgt_ankle_pitch_r,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,gait_phase,infer_ms
0.2429,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0105,-0.7135,0.3119,-0.2249,0.0154,-0.9743,0.4898,-0.1965,-1.3149,0.9350,-1.2832,-0.3175,0.1930,1.4958,-1.0397,1.3010,0.1551,-0.1977,0.0931,0.3063,0.0737,-0.1163,-0.0271,-0.5428,-0.7328,0.5506,0.5000,-0.2000,-1.4041,0.9360,-1.1986,-0.3634,0.2000,1.3939,-1.1398,1.4293,116.2548,-4.1998,4.6160,-5.7750,4.9606,0.3663,6.0473,-2.2744,13.3551,6.4707,0.3056,0.18
0.2679,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0923,-0.7403,0.7332,-0.2432,0.0176,-0.9698,0.4902,-0.1984,-1.3155,0.9406,-1.2823,-0.3236,0.1938,1.4810,-1.0551,1.3151,-0.0271,-0.0931,-0.1318,0.2520,-0.0310,-0.3257,0.0039,-0.6863,-0.5506,0.5234,0.5000,-0.2000,-1.4244,0.9355,-1.1914,-0.3710,0.2000,1.3633,-1.1318,1.4352,118.0729,-4.3443,4.7728,-6.0131,5.0577,0.2903,6.0830,-2.2728,13.5933,6.6499,0.3333,0.18
0.2919,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1949,-0.6879,0.9973,-0.2614,0.0199,-0.9650,0.4898,-0.1995,-1.3189,0.9448,-1.2823,-0.3302,0.1935,1.4618,-1.0671,1.3297,0.0388,-0.0233,-0.1628,0.2094,-0.0388,-0.2133,-0.0814,-0.8608,-0.3141,0.5506,0.5000,-0.2000,-1.4448,0.9342,-1.1842,-0.3760,0.2000,1.3328,-1.1129,1.4398,119.4279,-4.4297,4.8946,-6.1988,5.1088,0.2404,6.1165,-2.2746,13.7645,6.7886,0.3611,0.17
0.3159,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3152,-0.5660,1.2238,-0.2756,0.0221,-0.9610,0.4900,-0.2004,-1.3261,0.9480,-1.2826,-0.3359,0.1930,1.4397,-1.0730,1.3422,0.0271,-0.0000,-0.4575,0.1086,-0.0078,-0.1512,-0.0620,-0.9771,-0.0969,0.5661,0.5000,-0.2000,-1.4652,0.9322,-1.1742,-0.3796,0.2000,1.3022,-1.0839,1.4432,120.4077,-4.4605,4.9850,-6.3401,5.1138,0.2042,6.1507,-2.2702,13.8768,6.8887,0.3889,0.17
0.3409,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4189,-0.4437,1.4187,-0.2870,0.0238,-0.9576,0.4899,-0.2005,-1.3372,0.9498,-1.2829,-0.3406,0.1921,1.4144,-1.0728,1.3541,-0.0194,0.0349,-0.4924,0.0737,0.0543,-0.0853,-0.0427,-1.0895,0.1086,0.4420,0.5000,-0.2000,-1.4856,0.9295,-1.1641,-0.3835,0.2000,1.2717,-1.0461,1.4456,121.0739,-4.4398,5.0409,-6.4451,5.0926,0.1651,6.1861,-2.2707,13.9526,6.9560,0.4167,0.17
0.3659,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5410,-0.2954,1.6553,-0.2950,0.0254,-0.9551,0.4900,-0.2004,-1.3515,0.9499,-1.2828,-0.3452,0.1905,1.3862,-1.0672,1.3649,0.0271,-0.0194,-0.7173,0.0194,-0.0194,-0.1861,-0.0465,-1.1322,0.4188,0.5041,0.5000,-0.2000,-1.5059,0.9262,-1.1541,-0.3870,0.2000,1.2411,-1.0014,1.4472,121.4439,-4.3722,5.0799,-6.5300,5.0266,0.1296,6.2142,-2.2600,13.9783,7.0036,0.4444,0.16
0.3889,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6219,-0.1310,1.8313,-0.2994,0.0268,-0.9537,0.4902,-0.2001,-1.3702,0.9481,-1.2818,-0.3489,0.1897,1.3552,-1.0546,1.3742,0.0659,0.0155,-0.8491,-0.1435,0.0969,-0.1318,-0.0504,-1.3532,0.8336,0.3761,0.5000,-0.2000,-1.5263,0.9223,-1.1440,-0.3918,0.2000,1.2106,-0.9519,1.4483,121.6126,-4.2819,5.0897,-6.5804,4.9495,0.0824,6.2502,-2.2608,13.9836,7.0288,0.4722,0.17
0.4129,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7098,0.0045,1.9575,-0.3000,0.0275,-0.9535,0.4903,-0.1996,-1.3903,0.9440,-1.2792,-0.3529,0.1895,1.3264,-1.0350,1.3824,0.0155,0.0582,-1.0275,-0.0737,0.2171,-0.1241,0.0000,-1.3610,1.0469,0.3218,0.5000,-0.2000,-1.5467,0.9180,-1.1340,-0.3976,0.2000,1.1800,-0.9000,1.4770,121.5953,-4.1427,5.0653,-6.5918,4.8559,0.0238,6.2967,-2.2710,13.9723,7.0123,0.5000,0.17
0.4379,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7871,0.1160,2.0554,-0.2979,0.0268,-0.9542,0.4904,-0.1986,-1.4140,0.9378,-1.2742,-0.3565,0.1896,1.2912,-1.0081,1.3915,0.0271,0.1163,-0.9810,-0.2094,0.2869,-0.1280,0.0000,-1.4036,1.1167,0.4149,0.5000,-0.2000,-1.5670,0.9133,-1.1239,-0.4052,0.2000,1.2004,-0.9052,1.4699,121.4060,-3.9558,5.0166,-6.5800,4.7467,-0.0517,6.3509,-2.2895,13.9422,6.9800,0.5278,0.17
0.4619,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7842,0.2883,2.1224,-0.2920,0.0248,-0.9561,0.4908,-0.1971,-1.4376,0.9307,-1.2663,-0.3620,0.1901,1.2633,-0.9835,1.3994,0.0543,0.0271,-1.1632,-0.2869,0.4769,-0.2598,0.0194,-1.1051,0.7987,0.2365,0.5000,-0.2000,-1.5874,0.9083,-1.1139,-0.4127,0.2000,1.2207,-0.9103,1.4627,121.0869,-3.7824,4.9457,-6.5307,4.6553,-0.1267,6.3942,-2.3140,13.9084,6.9200,0.5556,0.17
0.4859,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7373,0.4744,2.0904,-0.2814,0.0231,-0.9593,0.4914,-0.1956,-1.4659,0.9212,-1.2548,-0.3700,0.1912,1.2449,-0.9664,1.4031,0.0543,0.0698,-1.2252,-0.4226,0.5700,-0.2753,0.0427,-0.5816,0.5971,0.0698,0.5000,-0.2000,-1.6078,0.9031,-1.1038,-0.4178,0.2000,1.2411,-0.9152,1.4556,120.6308,-3.5526,4.8396,-6.4455,4.5192,-0.1784,6.4540,-2.3528,13.8730,6.8311,0.5833,0.17
0.5099,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6561,0.5349,2.0236,-0.2694,0.0222,-0.9628,0.4919,-0.1937,-1.4955,0.9104,-1.2415,-0.3790,0.1930,1.2349,-0.9559,1.4037,0.0931,0.1086,-1.3183,-0.4498,0.6204,-0.3800,0.0698,-0.2094,0.2714,-0.0582,0.5000,-0.2000,-1.6078,0.9209,-1.1562,-0.4188,0.2000,1.2615,-0.9198,1.4485,120.0549,-3.2868,4.7028,-6.3233,4.3376,-0.1883,6.5047,-2.3902,13.8207,6.7247,0.6111,0.18
0.5339,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5603,0.5442,1.9271,-0.2565,0.0215,-0.9663,0.4925,-0.1921,-1.5203,0.9025,-1.2329,-0.3889,0.1956,1.2317,-0.9495,1.4025,0.0116,0.0388,-1.1089,-0.2482,0.1900,-0.3645,0.0543,-0.0349,0.2482,-0.1435,0.5000,-0.2000,-1.5772,0.9722,-1.1689,-0.4164,0.2000,1.2819,-0.9239,1.4414,119.3774,-3.0139,4.5652,-6.1936,4.1316,-0.1642,6.5443,-2.4152,13.7382,6.6113,0.6389,0.18
0.5569,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3700,0.4989,1.8056,-0.2440,0.0227,-0.9695,0.4932,-0.1912,-1.5410,0.9018,-1.2298,-0.3988,0.1989,1.2320,-0.9451,1.4001,0.0233,0.0388,-0.8375,0.1318,0.2055,-0.4032,0.1706,0.0543,0.1163,-0.1628,0.5000,-0.2000,-1.5467,1.0200,-1.1813,-0.4132,0.2000,1.3022,-0.9276,1.4342,118.6817,-2.7532,4.4054,-6.0230,3.9267,-0.1316,6.5843,-2.4514,13.6441,6.4809,0.6667,0.18
0.5799,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3746,0.1176,1.4233,-0.2390,0.0220,-0.9708,0.4936,-0.1908,-1.5571,0.9068,-1.2260,-0.4071,0.2033,1.2321,-0.9435,1.3947,0.0039,0.0155,-0.6669,0.4420,0.1551,-0.3141,0.1086,-0.0543,0.0116,-0.3024,0.5000,-0.2000,-1.5161,1.0621,-1.1931,-0.4066,0.2000,1.3226,-0.9306,1.4271,118.0647,-2.3904,4.2143,-5.8345,3.6587,-0.0655,6.6747,-2.5243,13.6065,6.3296,0.6944,0.17
0.6039,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3061,-0.3414,0.8102,-0.2463,0.0174,-0.9690,0.4934,-0.1910,-1.5657,0.9194,-1.2224,-0.4144,0.2082,1.2306,-0.9445,1.3875,0.0620,-0.0310,-0.1822,0.6669,0.1590,-0.2714,0.1318,-0.0892,-0.0582,-0.3063,0.5000,-0.2000,-1.4856,1.0966,-1.2039,-0.3941,0.2000,1.3430,-0.9331,1.4200,117.5769,-2.0086,4.0048,-5.6123,3.3570,0.0585,6.7930,-2.6233,13.5685,6.1743,0.7222,0.17
0.6279,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1297,-0.4634,0.0809,-0.2587,0.0124,-0.9659,0.4934,-0.1920,-1.5679,0.9380,-1.2206,-0.4186,0.2125,1.2287,-0.9470,1.3805,-0.0233,-0.1202,-0.0078,0.8724,0.0427,-0.0427,0.1745,-0.0310,-0.0620,-0.4032,0.5000,-0.2000,-1.4550,1.1217,-1.2136,-0.3774,0.2000,1.3633,-0.9348,1.4128,117.2858,-1.6949,3.8088,-5.3627,3.1018,0.2256,6.9388,-2.7331,13.5161,6.0014,0.7500,0.17
0.6519,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,-0.3559,-0.6872,-0.2694,0.0039,-0.9630,0.4928,-0.1936,-1.5646,0.9618,-1.2194,-0.4166,0.2164,1.2306,-0.9494,1.3723,0.0349,-0.0465,0.1900,1.0120,0.0349,0.2404,0.1396,0.0775,-0.0698,-0.3839,0.5000,-0.2000,-1.4244,1.1364,-1.2221,-0.3589,0.2000,1.3837,-0.9358,1.4057,117.2063,-1.3968,3.6277,-5.1199,2.8783,0.4106,7.1271,-2.8536,13.4641,5.8324,0.7778,0.17
0.6759,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0916,-0.2694,-1.2966,-0.2773,-0.0065,-0.9608,0.4916,-0.1956,-1.5553,0.9851,-1.2195,-0.4071,0.2189,1.2369,-0.9510,1.3630,-0.0698,-0.1318,0.4459,0.9887,0.0310,0.5932,-0.0116,0.2753,-0.0775,-0.4575,0.5000,-0.2000,-1.3939,1.1398,-1.2293,-0.3417,0.2000,1.4041,-0.9360,1.3986,117.2479,-1.1758,3.4896,-4.9103,2.7216,0.5831,7.2846,-2.9468,13.4123,5.7000,0.8056,0.19
0.6999,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2294,-0.2529,-1.7141,-0.2841,-0.0181,-0.9586,0.4895,-0.1976,-1.5397,1.0059,-1.2204,-0.3927,0.2203,1.2472,-0.9535,1.3527,-0.0775,-0.0582,0.6630,0.8569,-0.0078,0.7134,-0.0310,0.4692,-0.1357,-0.5739,0.5000,-0.2000,-1.3633,1.1318,-1.2352,-0.3263,0.2000,1.4244,-0.9355,1.3914,117.3523,-1.0118,3.3751,-4.7376,2.6021,0.7366,7.4161,-3.0223,13.3594,5.6111,0.8333,0.18
0.7239,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4178,-0.2527,-1.9349,-0.2907,-0.0267,-0.9564,0.4868,-0.1997,-1.5197,1.0221,-1.2233,-0.3754,0.2206,1.2604,-0.9566,1.3415,-0.0775,-0.0620,0.8995,0.5467,-0.1396,0.7522,-0.0116,0.4847,-0.1590,-0.4343,0.5000,-0.1936,-1.3328,1.1129,-1.2398,-0.3129,0.2000,1.4448,-0.9342,1.3842,117.4617,-0.9364,3.3010,-4.6092,2.5290,0.8709,7.4955,-3.0685,13.3004,5.5698,0.8611,0.19
0.7489,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6064,-0.2224,-2.1234,-0.2960,-0.0306,-0.9547,0.4839,-0.2014,-1.4965,1.0322,-1.2300,-0.3577,0.2194,1.2767,-0.9591,1.3303,-0.1473,-0.0465,1.1128,0.2520,-0.3684,0.7794,-0.1784,0.6630,-0.1318,-0.5390,0.5000,-0.1911,-1.3022,1.0839,-1.2432,-0.3026,0.2000,1.4652,-0.9322,1.3742,117.5885,-0.9106,3.2423,-4.5244,2.5059,0.9736,7.5704,-3.1164,13.2695,5.5351,0.8889,0.20
0.7729,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6718,-0.1293,-2.3347,-0.2998,-0.0352,-0.9533,0.4811,-0.2022,-1.4671,1.0346,-1.2390,-0.3393,0.2168,1.2935,-0.9603,1.3186,-0.0775,-0.0465,1.1981,0.0271,-0.4071,0.6669,-0.1357,0.7832,-0.0000,-0.4808,0.5000,-0.1931,-1.2717,1.0461,-1.2456,-0.3000,0.2000,1.4856,-0.9295,1.3641,117.7818,-0.9313,3.2190,-4.4917,2.5206,1.0564,7.6309,-3.1519,13.2614,5.5259,0.9167,0.18
0.7969,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7865,-0.0312,-2.4529,-0.3013,-0.0377,-0.9528,0.4787,-0.2031,-1.4349,1.0311,-1.2481,-0.3259,0.2136,1.3160,-0.9604,1.3074,-0.1435,-0.0969,1.4230,-0.2598,-0.3916,0.5894,-0.1551,0.9926,-0.0039,-0.5273,0.5000,-0.2000,-1.2411,1.0014,-1.2472,-0.3000,0.2000,1.5059,-0.9262,1.3541,117.9949,-1.0230,3.2256,-4.5147,2.6007,1.0926,7.6618,-3.1757,13.2799,5.5411,0.9444,0.17
0.8219,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8805,0.0575,-2.5683,-0.2997,-0.0376,-0.9533,0.4771,-0.2049,-1.4013,1.0220,-1.2570,-0.3148,0.2118,1.3420,-0.9596,1.2970,-0.0310,-0.0892,1.6130,-0.6592,-0.4149,0.4498,-0.0504,1.0197,0.0853,-0.5234,0.5000,-0.2000,-1.2106,0.9519,-1.2483,-0.3000,0.2000,1.5263,-0.9223,1.3440,118.2821,-1.1894,3.2685,-4.5778,2.7297,1.1048,7.6583,-3.1832,13.3200,5.5946,0.9722,0.18
0.8459,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0092,0.1099,-2.6920,-0.2972,-0.0363,-0.9541,0.4765,-0.2068,-1.3603,1.0030,-1.2677,-0.3056,0.2088,1.3687,-0.9573,1.2874,0.0155,-0.0116,1.5703,-0.8957,-0.3179,0.2869,-0.1551,1.0779,0.1939,-0.4071,0.5000,-0.2000,-1.1800,0.9000,-1.2770,-0.3000,0.2000,1.5467,-0.9180,1.3340,118.7452,-1.4567,3.3553,-4.6746,2.9407,1.0738,7.6296,-3.1844,13.3907,5.6653,0.0000,0.17
0.8698,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0885,0.1913,-2.7672,-0.2926,-0.0311,-0.9557,0.4763,-0.2080,-1.3205,0.9802,-1.2795,-0.2998,0.2065,1.3993,-0.9532,1.2801,-0.0078,-0.0271,1.7177,-1.1826,-0.5002,0.2443,-0.1008,1.1748,0.2094,-0.2482,0.5000,-0.2000,-1.2004,0.9052,-1.2699,-0.3000,0.2000,1.5670,-0.9133,1.3239,119.3250,-1.7852,3.4917,-4.8079,3.2171,1.0073,7.5651,-3.1626,13.4901,5.7673,0.0278,0.18
0.8938,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1229,0.2566,-2.7793,-0.2869,-0.0232,-0.9577,0.4771,-0.2087,-1.2866,0.9575,-1.2898,-0.2968,0.2043,1.4254,-0.9466,1.2747,0.1473,-0.0000,1.2757,-0.7949,-0.3063,0.1512,-0.1318,1.1632,0.3877,-0.3063,0.5000,-0.2000,-1.2207,0.9103,-1.2627,-0.3088,0.2000,1.5874,-0.9083,1.3139,120.1102,-2.1947,3.6547,-4.9297,3.5691,0.9118,7.4786,-3.1327,13.6211,5.8615,0.0556,0.17
0.9188,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7973,0.4323,-2.6603,-0.2765,-0.0183,-0.9608,0.4807,-0.2095,-1.2587,0.9398,-1.2929,-0.2966,0.2012,1.4569,-0.9361,1.2683,0.2326,0.0349,0.9538,-0.6436,0.0388,-0.0155,-0.2249,1.3067,0.4692,-0.3102,0.5000,-0.2000,-1.2411,0.9152,-1.2556,-0.3214,0.2000,1.6078,-0.9031,1.3038,120.9843,-2.5636,3.8543,-5.1218,3.9013,0.7860,7.4144,-3.0934,13.8010,5.9909,0.0833,0.17
0.9429,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5143,0.6622,-2.1794,-0.2589,-0.0200,-0.9657,0.4881,-0.2097,-1.2415,0.9269,-1.2888,-0.2990,0.1977,1.4902,-0.9258,1.2616,0.2559,0.0388,0.3645,-0.3296,0.3102,-0.0775,-0.1590,1.3106,0.4692,-0.3063,0.5000,-0.2000,-1.2615,0.9198,-1.2485,-0.3382,0.2000,1.6078,-0.9209,1.3562,121.7436,-2.9783,4.0752,-5.3410,4.2622,0.6184,7.2823,-3.0036,13.9489,6.1414,0.1111,0.17
0.9668,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4543,0.7428,-1.6599,-0.2394,-0.0161,-0.9708,0.4914,-0.2097,-1.2345,0.9177,-1.2830,-0.3031,0.1945,1.5182,-0.9183,1.2630,0.1086,-0.0155,0.1396,-0.3567,0.3179,-0.2094,-0.1551,1.1012,0.2365,0.3102,0.5000,-0.2000,-1.2819,0.9239,-1.2414,-0.3552,0.2000,1.5772,-0.9722,1.3689,122.3519,-3.4020,4.2818,-5.5415,4.6076,0.4475,7.1140,-2.8985,14.0547,6.2974,0.1389,0.17
0.9969,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3424,0.5402,-1.1942,-0.2228,-0.0126,-0.9748,0.4947,-0.2097,-1.2327,0.9099,-1.2756,-0.3098,0.1915,1.5402,-0.9165,1.2748,0.1861,0.0310,0.0349,-0.2249,0.2520,-0.3102,-0.1357,0.7755,-0.0775,0.4537,0.5000,-0.2000,-1.3022,0.9276,-1.2342,-0.3712,0.2000,1.5467,-1.0200,1.3813,122.8970,-3.7612,4.4518,-5.7337,4.9030,0.2878,6.9584,-2.8127,14.1797,6.4499,0.1667,0.24
1.0208,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2108,-0.0272,-0.5258,-0.2192,-0.0087,-0.9756,0.4983,-0.2097,-1.2339,0.9074,-1.2706,-0.3207,0.1892,1.5563,-0.9239,1.2882,0.1706,0.0155,-0.1318,0.0814,0.1977,-0.4420,-0.0737,0.3606,-0.5002,0.5932,0.5000,-0.2000,-1.3226,0.9306,-1.2271,-0.3858,0.2000,1.5161,-1.0621,1.3931,123.2560,-4.0319,4.5956,-5.9307,5.1032,0.1423,6.7963,-2.7162,14.2803,6.6070,0.1944,0.22
